stream,gender,log_quo,read_sk,hsc score,sports_in,sports_ac,arts_in,arts_rel,teach_sk,comm_sk,stage_in,lead,lead_m,chem_in,chem_sk,tech_in,tech_sh,tech_s_s,tech_h_s,bio_in,bio_class,bio_pr,fam_bus,fam_biz,pub_serv,maths_sk,visual,career
commerce,male,5,7,5,no,0,yes,tourism,1,8,yes,6,8,yes,1,yes,software,0,0,no,0,0,yes,enterprise,6,5,3,Business/Industrial Mngmnt.
bio,other,8,10,351,yes,4,yes,theatre,0,0,yes,7,4,yes,6,yes,hardware,0,0,yes,nutritionist,veterinary,no,0,5,7,4,Sports Science
arts,female,9,9,443,no,0,no,0,8,8,yes,2,1,no,0,yes,hardware,0,0,no,0,0,yes,agriculture,6,8,5,Teaching
commerce,female,2,2,115,yes,2,yes,tourism,1,0,no,3,7,yes,4,yes,software,0,0,no,0,0,no,0,6,10,7,UPSC/GPSC etc.
maths,other,9,10,464,no,0,no,0,6,4,no,9,4,yes,3,no,0,0,0,yes,medical,veterinary,no,0,10,1,10,Medicine and Nutrition
none,other,1,2,203,no,0,no,0,10,4,yes,5,9,no,0,no,0,0,0,no,0,0,no,0,4,10,1,CA/CS/Banking
arts,male,6,1,460,yes,4,no,0,3,2,no,10,5,yes,3,yes,hardware,0,0,no,0,0,no,0,4,6,1,Sports Science
none,female,0,6,113,no,0,yes,literature,9,3,yes,1,7,no,0,no,0,0,0,yes,medical,veterinary,yes,industrial,5,3,10,Medicine and Nutrition
arts,female,10,6,385,no,0,no,0,9,8,yes,10,10,yes,2,yes,hardware,0,0,yes,nutritionist,physician,yes,enterprise,10,5,9,Teaching
arts,male,6,9,352,yes,4,no,0,10,0,no,9,5,yes,9,no,0,0,0,no,0,0,yes,industrial,8,7,9,Sports Science
bio,female,1,8,284,no,0,yes,tourism,4,1,yes,9,9,yes,10,yes,hardware,0,0,no,0,0,yes,enterprise,3,1,2,Marketing Management
arts,other,3,6,98,no,0,no,0,4,1,no,3,6,yes,2,yes,software,0,0,no,0,0,no,0,2,9,8,CA/CS/Banking
arts,other,1,5,263,yes,5,no,0,4,0,yes,1,7,no,0,no,0,0,0,no,0,0,no,0,2,7,1,Sports Science
arts,other,6,6,376,no,0,yes,literature,6,1,yes,3,4,yes,6,yes,hardware,0,0,yes,medical,dental,no,0,5,4,8,Medicine and Nutrition
none,other,6,6,446,yes,5,yes,literature,9,7,no,5,4,no,0,yes,software,0,0,yes,nutritionist,dental,no,0,6,3,8,Sports Science
maths,other,8,0,431,yes,3,yes,literature,5,2,yes,3,8,yes,4,no,0,0,0,no,0,0,no,0,3,6,4,CA/CS/Banking
maths,other,1,2,18,yes,4,yes,fineart,5,5,yes,3,2,no,0,yes,software,0,0,no,0,0,no,0,3,6,6,Sports Science
none,other,7,7,418,no,0,yes,music,6,8,no,6,6,yes,5,yes,software,0,0,yes,nutritionist,dental,no,0,6,3,9,Medicine and Nutrition
maths,male,4,4,166,yes,5,no,0,2,6,yes,9,5,yes,7,no,0,0,0,no,0,0,yes,enterprise,2,3,4,Sports Science
bio,male,0,6,54,yes,1,yes,theatre,6,6,yes,8,1,yes,8,no,0,0,0,no,0,0,no,0,2,3,3,Theatre & Tourism
arts,female,8,9,453,no,0,yes,tourism,7,2,yes,6,3,no,0,no,0,0,0,yes,medical,pediatrician,no,0,8,8,10,Medicine and Nutrition
arts,male,3,7,272,yes,4,no,0,3,5,yes,6,7,no,0,no,0,0,0,no,0,0,yes,construction,9,8,8,Sports Science
commerce,female,8,0,464,yes,2,yes,literature,2,7,yes,1,7,no,0,yes,software,0,0,no,0,0,no,0,2,3,1,ARTS
arts,male,9,6,335,no,0,yes,theatre,5,10,yes,2,1,no,0,yes,hardware,0,0,yes,nutritionist,physician,yes,construction,4,7,6,Theatre & Tourism
arts,other,5,0,276,yes,3,yes,fineart,6,9,no,7,3,yes,3,yes,hardware,0,0,yes,medical,veterinary,yes,enterprise,4,5,10,Medicine and Nutrition
none,female,9,1,418,no,0,yes,music,1,9,no,4,7,yes,1,no,0,0,0,no,0,0,no,0,6,5,6,UPSC/GPSC etc.
none,female,2,4,68,no,0,yes,theatre,3,2,yes,9,4,no,0,yes,software,0,0,yes,nutritionist,dental,yes,enterprise,1,7,3,Theatre & Tourism
none,female,3,2,115,yes,4,no,0,6,7,no,5,8,no,0,no,0,0,0,yes,nutritionist,veterinary,yes,enterprise,7,9,8,Sports Science
bio,male,10,1,442,no,0,no,0,8,2,yes,10,4,no,0,no,0,0,0,no,0,0,no,0,1,10,4,CA/CS/Banking
arts,male,1,10,204,yes,1,no,0,8,7,yes,4,10,no,0,yes,software,0,0,yes,nutritionist,physician,no,0,5,4,2,Teaching
none,other,5,9,57,no,0,no,0,8,0,no,4,9,yes,2,yes,hardware,0,0,no,0,0,no,0,6,7,9,UPSC/GPSC etc.
maths,other,8,6,373,yes,5,yes,theatre,2,6,no,8,5,no,0,yes,software,0,0,yes,nutritionist,veterinary,yes,enterprise,9,10,10,Sports Science
commerce,other,1,6,31,yes,1,no,0,10,1,yes,5,8,no,0,yes,hardware,0,0,yes,nutritionist,pediatrician,yes,enterprise,10,8,10,Medicine and Nutrition
arts,female,0,9,314,yes,1,no,0,4,10,no,8,7,no,0,yes,software,0,0,yes,medical,dental,yes,construction,5,5,7,Marketing Management
bio,other,7,3,391,no,0,no,0,1,4,no,1,4,yes,9,yes,software,0,0,yes,nutritionist,veterinary,yes,construction,4,7,3,Chemical Engineering
maths,male,1,10,46,yes,5,yes,music,2,7,no,2,9,no,0,no,0,0,0,yes,nutritionist,dental,yes,industrial,10,1,2,Sports Science
commerce,other,4,9,3,yes,3,yes,literature,8,8,yes,2,3,no,0,yes,hardware,0,0,yes,nutritionist,orthopaedic,no,0,2,1,10,Teaching
arts,male,10,0,330,yes,5,yes,literature,1,5,yes,1,8,no,0,yes,hardware,0,0,no,0,0,no,0,10,5,6,Sports Science
maths,male,6,4,454,no,0,no,0,7,2,yes,2,1,yes,8,no,0,0,0,no,0,0,yes,industrial,6,9,2,Chemical Engineering
bio,other,3,6,104,yes,2,no,0,5,3,no,4,3,no,0,yes,hardware,0,0,no,0,0,yes,industrial,10,10,1,Business/Industrial Mngmnt.
arts,female,3,3,305,no,0,yes,tourism,10,10,no,7,5,yes,10,no,0,0,0,no,0,0,yes,enterprise,7,7,5,Teaching
arts,female,1,4,288,no,0,no,0,1,0,yes,10,6,yes,6,yes,hardware,0,0,yes,nutritionist,pediatrician,no,0,8,6,1,Marketing Management
bio,other,0,1,69,yes,3,no,0,0,10,no,4,7,no,0,yes,software,0,0,no,0,0,no,0,3,7,7,CA/CS/Banking
none,male,7,1,447,yes,3,yes,theatre,2,3,yes,9,7,yes,8,no,0,0,0,yes,medical,physician,no,0,9,3,9,Theatre & Tourism
bio,male,3,9,147,yes,1,no,0,10,4,no,10,9,yes,10,no,0,0,0,yes,medical,pediatrician,yes,enterprise,8,6,2,Marketing Management
none,other,2,10,33,yes,4,no,0,4,7,no,10,5,yes,8,yes,hardware,0,0,no,0,0,yes,construction,6,5,7,Sports Science
bio,other,1,2,59,no,0,no,0,7,1,yes,5,1,yes,9,no,0,0,0,yes,medical,physician,yes,construction,1,3,3,Chemical Engineering
arts,female,2,2,20,no,0,yes,literature,10,2,yes,2,6,no,0,yes,software,0,0,no,0,0,no,0,9,2,2,UPSC/GPSC etc.
maths,male,4,1,31,yes,1,yes,music,2,3,yes,7,9,yes,7,yes,hardware,0,0,yes,medical,veterinary,no,0,9,5,8,Marketing Management
none,male,5,10,217,no,0,yes,theatre,1,0,no,10,4,yes,10,no,0,0,0,yes,nutritionist,pediatrician,no,0,3,8,3,Theatre & Tourism
bio,female,3,10,298,yes,3,no,0,5,3,no,9,7,no,0,no,0,0,0,yes,nutritionist,pediatrician,no,0,6,7,5,Marketing Management
arts,other,8,5,343,no,0,yes,music,1,3,yes,9,6,yes,1,no,0,0,0,yes,medical,pediatrician,yes,industrial,1,6,7,Marketing Management
bio,female,4,2,147,yes,2,yes,theatre,3,5,yes,9,10,yes,6,yes,hardware,0,0,yes,medical,dental,yes,construction,1,8,1,Theatre & Tourism
none,male,3,0,166,yes,3,yes,music,10,4,yes,8,7,yes,6,yes,software,0,0,yes,medical,physician,yes,enterprise,3,5,10,Marketing Management
commerce,male,10,2,346,no,0,no,0,2,10,yes,2,9,yes,10,no,0,0,0,yes,nutritionist,pediatrician,no,0,9,8,8,Chemical Engineering
none,male,10,7,466,no,0,yes,theatre,8,9,yes,10,3,yes,10,yes,hardware,0,0,yes,medical,veterinary,yes,construction,8,8,7,Theatre & Tourism
commerce,male,3,9,273,no,0,yes,theatre,10,3,no,5,10,yes,6,yes,hardware,0,0,yes,nutritionist,orthopaedic,no,0,4,6,5,Theatre & Tourism
none,female,3,9,55,yes,2,no,0,7,3,no,10,7,yes,1,yes,software,0,0,yes,nutritionist,physician,no,0,5,4,8,Marketing Management
arts,other,2,2,11,no,0,yes,music,5,8,yes,10,1,yes,3,no,0,0,0,no,0,0,no,0,8,2,6,UPSC/GPSC etc.
none,other,10,2,363,no,0,no,0,10,0,yes,1,2,yes,6,no,0,0,0,no,0,0,yes,industrial,6,5,2,Business/Industrial Mngmnt.
bio,male,3,8,179,yes,3,no,0,10,6,no,6,3,yes,9,yes,software,0,0,yes,medical,orthopaedic,yes,construction,3,3,7,Teaching
none,other,8,4,340,no,0,yes,music,5,0,no,6,6,yes,2,no,0,0,0,no,0,0,no,0,4,7,6,CA/CS/Banking
commerce,male,1,6,171,yes,5,yes,theatre,0,4,yes,6,2,yes,1,no,0,0,0,no,0,0,no,0,5,1,6,Sports Science
maths,female,7,2,358,yes,3,yes,fineart,2,4,yes,6,7,yes,8,yes,hardware,0,0,yes,nutritionist,veterinary,no,0,5,7,2,Chemical Engineering
commerce,female,4,7,323,yes,4,no,0,2,4,no,4,4,no,0,no,0,0,0,yes,nutritionist,orthopaedic,yes,construction,6,10,4,Sports Science
maths,female,8,10,492,no,0,yes,literature,3,0,yes,9,2,no,0,yes,software,0,0,no,0,0,no,0,5,5,3,ARTS
bio,other,0,3,155,yes,4,no,0,8,8,yes,3,8,yes,9,no,0,0,0,yes,medical,pediatrician,no,0,3,6,5,Sports Science
bio,female,7,2,496,no,0,no,0,5,9,yes,2,6,no,0,yes,software,0,0,no,0,0,no,0,4,5,3,ARTS
bio,male,10,10,469,no,0,yes,literature,9,7,yes,5,2,no,0,yes,hardware,0,0,yes,nutritionist,dental,no,0,4,2,6,Teaching
maths,other,9,0,394,yes,3,no,0,6,0,yes,2,6,yes,6,yes,software,0,0,no,0,0,yes,construction,2,4,9,Business/Industrial Mngmnt.
maths,female,6,2,375,no,0,no,0,1,7,yes,7,5,yes,7,yes,hardware,0,0,yes,medical,dental,no,0,3,7,10,Chemical Engineering
commerce,female,1,2,55,yes,4,yes,theatre,0,1,no,3,2,no,0,yes,software,0,0,yes,medical,veterinary,no,0,1,9,6,Sports Science
bio,female,10,7,367,no,0,yes,theatre,10,5,no,9,2,no,0,yes,software,0,0,yes,nutritionist,dental,no,0,8,10,6,Theatre & Tourism
commerce,female,6,5,407,yes,3,yes,literature,1,8,yes,1,10,yes,2,yes,software,0,0,yes,medical,veterinary,no,0,3,10,2,Medicine and Nutrition
commerce,other,3,3,129,no,0,yes,literature,2,10,yes,6,4,yes,9,yes,hardware,0,0,no,0,0,no,0,7,5,4,Chemical Engineering
commerce,female,10,4,472,yes,1,no,0,3,10,no,9,1,yes,8,no,0,0,0,yes,medical,pediatrician,yes,enterprise,5,3,6,Chemical Engineering
maths,female,1,7,291,yes,5,yes,theatre,1,6,no,1,5,yes,4,yes,hardware,0,0,yes,medical,dental,yes,construction,5,2,10,Sports Science
bio,other,9,1,351,yes,1,yes,music,7,4,yes,9,2,yes,5,no,0,0,0,no,0,0,no,0,8,1,10,UPSC/GPSC etc.
bio,male,3,0,168,yes,2,yes,tourism,1,8,yes,8,6,yes,3,yes,software,0,0,no,0,0,yes,industrial,2,6,2,Marketing Management
arts,male,9,0,442,no,0,yes,tourism,7,9,no,1,1,no,0,no,0,0,0,yes,nutritionist,dental,no,0,7,1,8,Teaching
arts,female,2,2,257,no,0,no,0,7,7,no,3,3,no,0,no,0,0,0,yes,nutritionist,physician,no,0,10,7,9,Teaching
none,other,0,8,238,yes,3,yes,literature,7,8,yes,7,7,yes,1,no,0,0,0,no,0,0,yes,agriculture,7,10,10,Teaching
bio,other,6,4,473,no,0,yes,music,5,2,no,5,2,yes,6,no,0,0,0,yes,nutritionist,orthopaedic,yes,enterprise,9,6,1,Medicine and Nutrition
none,other,3,2,220,yes,3,yes,fineart,2,5,no,5,5,no,0,no,0,0,0,yes,medical,dental,no,0,8,3,7,Medicine and Nutrition
maths,other,2,2,244,no,0,yes,fineart,5,7,yes,5,3,yes,10,no,0,0,0,yes,nutritionist,orthopaedic,no,0,6,6,3,Chemical Engineering
none,male,9,3,334,no,0,yes,music,10,0,yes,2,4,no,0,no,0,0,0,yes,nutritionist,veterinary,no,0,9,7,5,Medicine and Nutrition
commerce,other,10,7,350,yes,5,yes,fineart,7,7,no,6,7,no,0,yes,hardware,0,0,no,0,0,no,0,5,8,5,Sports Science
none,male,0,3,97,no,0,no,0,4,6,yes,8,10,yes,2,yes,software,0,0,yes,medical,pediatrician,yes,construction,10,10,2,Marketing Management
bio,female,10,2,366,yes,5,yes,tourism,8,0,yes,3,1,yes,5,no,0,0,0,no,0,0,no,0,7,6,2,Sports Science
maths,other,2,2,124,no,0,yes,music,4,8,yes,10,7,no,0,no,0,0,0,yes,medical,veterinary,no,0,1,9,4,Marketing Management
arts,other,2,0,238,no,0,yes,theatre,2,3,yes,10,5,no,0,yes,hardware,0,0,yes,medical,dental,yes,agriculture,10,4,9,Theatre & Tourism
bio,other,10,2,369,yes,4,yes,theatre,4,7,yes,6,2,no,0,yes,software,0,0,yes,nutritionist,physician,yes,construction,3,6,2,Sports Science
maths,other,6,4,364,no,0,no,0,0,10,yes,6,10,yes,10,yes,hardware,0,0,yes,medical,pediatrician,no,0,9,3,6,Chemical Engineering
arts,female,5,9,307,yes,5,no,0,0,8,yes,4,3,no,0,yes,software,0,0,yes,medical,pediatrician,yes,enterprise,5,4,4,Sports Science
bio,male,4,10,184,no,0,no,0,4,10,yes,10,10,no,0,yes,software,0,0,no,0,0,no,0,6,6,10,Marketing Management
arts,female,0,2,278,no,0,no,0,5,1,no,8,4,yes,1,no,0,0,0,yes,medical,physician,yes,agriculture,3,2,5,Medicine and Nutrition
arts,male,2,4,73,yes,3,no,0,8,8,no,2,9,no,0,no,0,0,0,no,0,0,no,0,4,9,3,Teaching
bio,male,5,1,12,no,0,yes,theatre,0,1,yes,9,6,no,0,no,0,0,0,yes,medical,orthopaedic,no,0,4,6,4,Theatre & Tourism
maths,male,10,6,460,no,0,no,0,7,1,yes,2,3,yes,1,yes,software,0,0,no,0,0,no,0,6,5,5,UPSC/GPSC etc.
commerce,other,3,0,236,no,0,yes,music,5,0,no,2,10,no,0,no,0,0,0,yes,nutritionist,orthopaedic,yes,enterprise,10,3,3,Medicine and Nutrition
commerce,male,1,1,87,no,0,no,0,8,3,yes,8,1,no,0,yes,software,0,0,no,0,0,yes,enterprise,7,10,5,Business/Industrial Mngmnt.
commerce,other,4,8,22,no,0,no,0,3,3,yes,9,9,yes,3,yes,hardware,0,0,no,0,0,yes,industrial,9,5,2,Marketing Management
bio,other,3,9,59,no,0,no,0,7,4,yes,6,10,no,0,no,0,0,0,yes,medical,veterinary,yes,agriculture,8,2,8,Medicine and Nutrition
arts,female,3,4,220,yes,4,yes,literature,0,5,no,7,6,no,0,no,0,0,0,yes,medical,veterinary,no,0,1,10,6,Sports Science
maths,female,8,4,357,no,0,yes,theatre,10,0,no,7,10,yes,2,yes,software,0,0,no,0,0,no,0,1,9,10,Theatre & Tourism
bio,other,2,3,214,yes,5,no,0,9,1,yes,4,8,yes,4,yes,software,0,0,yes,nutritionist,veterinary,no,0,4,3,8,Sports Science
maths,other,0,4,22,yes,4,no,0,9,8,yes,5,5,yes,7,no,0,0,0,yes,medical,dental,no,0,5,6,1,Sports Science
arts,other,8,6,469,yes,2,yes,fineart,5,6,yes,7,8,yes,10,no,0,0,0,no,0,0,no,0,10,6,6,Marketing Management
maths,other,5,1,159,yes,5,yes,literature,9,9,yes,10,9,no,0,no,0,0,0,yes,nutritionist,orthopaedic,no,0,5,9,7,Sports Science
none,other,0,9,193,no,0,yes,theatre,2,9,yes,5,8,no,0,yes,hardware,0,0,no,0,0,yes,agriculture,9,9,2,Theatre & Tourism
bio,female,0,4,324,no,0,yes,music,7,5,no,4,3,no,0,no,0,0,0,no,0,0,yes,construction,2,9,5,Business/Industrial Mngmnt.
bio,female,8,8,411,no,0,yes,literature,6,2,yes,3,1,no,0,no,0,0,0,no,0,0,no,0,3,4,2,ARTS
arts,female,8,6,348,yes,1,no,0,1,5,yes,8,6,yes,8,yes,hardware,0,0,yes,medical,pediatrician,no,0,2,10,9,Marketing Management
bio,male,6,7,377,yes,3,yes,tourism,7,2,no,10,1,yes,10,no,0,0,0,no,0,0,yes,construction,10,6,10,Chemical Engineering
commerce,other,7,0,343,no,0,yes,tourism,6,7,yes,4,5,yes,5,yes,software,0,0,no,0,0,no,0,1,1,4,ARTS
arts,other,8,7,473,yes,4,no,0,5,4,no,2,4,no,0,no,0,0,0,yes,medical,physician,yes,industrial,6,9,4,Sports Science
maths,female,1,9,230,no,0,no,0,5,8,yes,8,4,yes,4,yes,software,0,0,no,0,0,no,0,1,3,4,ARTS
commerce,female,2,10,201,no,0,yes,theatre,5,9,no,3,2,no,0,yes,hardware,0,0,yes,nutritionist,physician,no,0,2,1,4,Theatre & Tourism
bio,male,1,10,312,yes,5,no,0,6,6,no,1,8,yes,3,yes,software,0,0,no,0,0,no,0,8,3,7,Sports Science
bio,male,5,1,98,yes,5,yes,theatre,1,9,no,10,6,yes,8,yes,software,0,0,yes,medical,orthopaedic,no,0,8,3,9,Sports Science
none,female,6,1,477,yes,1,no,0,4,2,no,3,3,no,0,yes,hardware,0,0,no,0,0,yes,industrial,5,7,1,Business/Industrial Mngmnt.
none,male,9,0,477,no,0,no,0,7,2,no,1,9,yes,6,no,0,0,0,no,0,0,no,0,2,5,9,Graphics & Designing
maths,male,5,8,38,no,0,yes,tourism,3,2,yes,7,10,yes,1,no,0,0,0,no,0,0,yes,construction,4,5,4,Marketing Management
bio,male,5,6,74,yes,5,yes,fineart,3,9,yes,8,6,yes,7,yes,hardware,0,0,no,0,0,no,0,9,9,5,Sports Science
commerce,female,2,5,205,yes,3,yes,music,7,9,no,1,3,yes,9,no,0,0,0,yes,medical,dental,no,0,2,5,7,Teaching
commerce,female,4,3,77,yes,5,no,0,2,10,yes,9,5,no,0,no,0,0,0,yes,medical,dental,no,0,4,1,7,Sports Science
arts,male,6,1,485,yes,4,yes,literature,2,8,no,4,8,yes,10,yes,software,0,0,yes,nutritionist,veterinary,yes,enterprise,2,7,4,Sports Science
bio,male,6,7,375,no,0,no,0,0,7,yes,1,6,no,0,yes,hardware,0,0,yes,nutritionist,pediatrician,no,0,3,1,8,Medicine and Nutrition
arts,other,3,6,273,yes,5,no,0,3,9,no,4,1,no,0,yes,hardware,0,0,no,0,0,no,0,3,2,3,Sports Science
maths,male,8,2,380,yes,2,yes,literature,5,2,yes,8,7,yes,7,no,0,0,0,no,0,0,no,0,3,3,9,Marketing Management
arts,female,4,9,275,yes,2,no,0,2,3,no,1,2,yes,9,yes,software,0,0,no,0,0,no,0,1,4,9,Chemical Engineering
none,other,3,4,317,no,0,no,0,0,2,yes,2,6,no,0,yes,hardware,0,0,yes,nutritionist,physician,no,0,6,4,9,Medicine and Nutrition
bio,female,2,1,79,yes,4,no,0,9,10,yes,3,9,yes,1,no,0,0,0,yes,nutritionist,dental,no,0,4,3,7,Sports Science
none,male,1,7,10,no,0,no,0,4,1,yes,8,7,no,0,no,0,0,0,no,0,0,yes,construction,3,6,4,Marketing Management
arts,male,1,7,217,no,0,yes,theatre,10,5,no,6,7,no,0,no,0,0,0,no,0,0,no,0,4,10,10,Theatre & Tourism
arts,female,0,9,267,yes,2,no,0,7,3,yes,3,8,no,0,yes,software,0,0,yes,nutritionist,dental,yes,enterprise,3,6,9,Medicine and Nutrition
bio,other,0,7,311,yes,5,no,0,4,9,no,6,6,yes,7,yes,hardware,0,0,no,0,0,no,0,7,1,9,Sports Science
none,female,7,1,403,no,0,no,0,5,2,yes,10,7,yes,1,yes,hardware,0,0,yes,medical,orthopaedic,no,0,7,5,3,Marketing Management
bio,other,5,8,16,yes,4,no,0,2,10,yes,8,10,no,0,no,0,0,0,yes,medical,dental,no,0,10,4,9,Sports Science
arts,female,5,7,225,yes,5,yes,literature,9,1,yes,3,4,yes,3,no,0,0,0,yes,nutritionist,pediatrician,yes,enterprise,9,5,2,Sports Science
none,male,3,1,113,yes,1,no,0,8,3,yes,7,4,yes,7,no,0,0,0,yes,medical,veterinary,no,0,8,4,2,Chemical Engineering
commerce,male,3,2,109,yes,5,no,0,5,4,yes,6,7,yes,10,yes,software,0,0,yes,nutritionist,veterinary,no,0,6,9,8,Sports Science
commerce,female,3,3,228,yes,5,yes,fineart,2,9,no,5,4,no,0,no,0,0,0,yes,medical,pediatrician,no,0,7,2,1,Sports Science
none,female,2,4,296,yes,5,no,0,8,10,no,8,2,yes,8,no,0,0,0,yes,medical,veterinary,yes,industrial,8,3,8,Sports Science
maths,female,9,0,495,yes,5,yes,music,2,0,no,6,3,yes,2,no,0,0,0,yes,medical,dental,yes,agriculture,2,1,2,Sports Science
arts,female,0,0,7,yes,3,no,0,5,3,yes,10,1,no,0,yes,software,0,0,no,0,0,no,0,10,1,4,UPSC/GPSC etc.
bio,other,7,4,476,no,0,no,0,4,7,yes,10,3,yes,4,no,0,0,0,yes,nutritionist,dental,no,0,4,10,7,Medicine and Nutrition
commerce,female,4,7,310,yes,1,no,0,3,6,no,9,9,no,0,yes,software,0,0,no,0,0,no,0,3,6,10,Marketing Management
bio,male,5,5,53,no,0,yes,tourism,1,3,yes,4,8,no,0,no,0,0,0,yes,nutritionist,orthopaedic,yes,agriculture,7,10,5,Medicine and Nutrition
arts,other,3,6,225,no,0,no,0,2,6,no,1,6,no,0,yes,hardware,0,0,no,0,0,no,0,3,8,6,CA/CS/Banking
arts,female,1,10,267,no,0,yes,literature,9,10,no,5,10,yes,10,no,0,0,0,no,0,0,no,0,10,10,10,Teaching
arts,female,4,10,136,no,0,yes,fineart,0,8,no,6,7,no,0,yes,software,0,0,yes,medical,physician,no,0,7,10,10,Medicine and Nutrition
none,male,5,8,51,no,0,no,0,4,6,yes,6,1,no,0,no,0,0,0,no,0,0,no,0,4,4,4,ARTS
commerce,male,4,1,304,no,0,yes,music,1,8,no,4,3,no,0,no,0,0,0,yes,nutritionist,orthopaedic,yes,agriculture,6,7,3,Medicine and Nutrition
maths,other,6,5,435,yes,1,no,0,8,6,no,5,6,yes,7,yes,hardware,0,0,yes,medical,dental,no,0,7,4,1,Teaching
bio,female,2,8,177,yes,5,yes,literature,2,0,yes,9,2,yes,5,no,0,0,0,no,0,0,no,0,7,8,7,Sports Science
maths,male,10,9,413,no,0,no,0,2,7,no,3,7,no,0,yes,software,0,0,no,0,0,no,0,2,9,5,CA/CS/Banking
arts,male,3,9,9,no,0,no,0,0,3,no,2,5,no,0,yes,software,0,0,no,0,0,yes,industrial,8,7,1,Business/Industrial Mngmnt.
none,male,6,7,490,no,0,no,0,3,4,yes,1,1,yes,8,yes,software,0,0,no,0,0,yes,agriculture,10,2,9,Chemical Engineering
bio,male,9,10,443,yes,5,yes,theatre,10,3,no,8,5,yes,2,no,0,0,0,yes,medical,physician,yes,industrial,1,1,9,Sports Science
arts,male,3,3,28,no,0,yes,tourism,10,6,yes,8,3,no,0,yes,software,0,0,yes,medical,physician,yes,agriculture,2,7,5,Teaching
none,other,9,10,389,yes,1,yes,literature,7,1,no,2,7,yes,1,yes,hardware,0,0,yes,nutritionist,physician,yes,industrial,1,3,1,Medicine and Nutrition
maths,female,6,5,467,yes,3,yes,literature,3,5,yes,10,3,no,0,yes,hardware,0,0,no,0,0,no,0,3,5,2,ARTS
arts,male,3,1,108,no,0,yes,theatre,3,8,yes,1,8,yes,8,no,0,0,0,yes,medical,dental,no,0,4,1,9,Theatre & Tourism
commerce,male,1,0,22,yes,2,yes,tourism,5,2,yes,9,2,yes,1,yes,software,0,0,no,0,0,no,0,2,7,7,CA/CS/Banking
bio,female,5,6,161,yes,4,yes,fineart,2,1,no,7,2,no,0,yes,hardware,0,0,yes,nutritionist,pediatrician,yes,agriculture,6,1,1,Sports Science
commerce,male,9,9,474,no,0,no,0,7,3,yes,3,4,no,0,no,0,0,0,no,0,0,yes,enterprise,7,2,8,Business/Industrial Mngmnt.
maths,female,3,2,260,no,0,yes,music,0,0,no,10,8,yes,3,no,0,0,0,yes,nutritionist,orthopaedic,yes,agriculture,2,10,3,Marketing Management
bio,other,8,1,492,no,0,yes,fineart,5,7,yes,2,6,yes,3,yes,hardware,0,0,no,0,0,yes,industrial,9,2,7,Business/Industrial Mngmnt.
commerce,male,8,0,332,no,0,yes,fineart,0,8,no,9,10,no,0,yes,hardware,0,0,yes,medical,orthopaedic,yes,construction,1,10,6,Marketing Management
bio,male,9,7,469,no,0,no,0,9,5,yes,10,10,no,0,yes,software,0,0,yes,nutritionist,dental,yes,industrial,8,5,5,Marketing Management
maths,female,3,2,279,no,0,no,0,8,3,no,9,7,no,0,no,0,0,0,yes,medical,pediatrician,no,0,8,1,4,Marketing Management
bio,female,9,0,380,no,0,no,0,6,1,yes,7,8,yes,6,no,0,0,0,no,0,0,no,0,4,6,4,Marketing Management
commerce,male,5,3,132,no,0,yes,theatre,6,9,yes,7,7,no,0,no,0,0,0,no,0,0,yes,enterprise,5,8,4,Theatre & Tourism
bio,male,2,7,77,yes,2,no,0,8,9,no,7,6,yes,5,yes,hardware,0,0,yes,nutritionist,veterinary,no,0,2,10,6,Teaching
none,other,0,3,92,no,0,yes,tourism,10,7,yes,8,8,yes,10,yes,software,0,0,yes,medical,veterinary,no,0,1,9,7,Teaching
arts,female,7,0,418,no,0,yes,literature,6,2,yes,7,4,no,0,no,0,0,0,no,0,0,yes,construction,5,10,10,Business/Industrial Mngmnt.
maths,other,4,10,95,no,0,yes,fineart,10,2,yes,5,4,no,0,yes,hardware,0,0,no,0,0,yes,construction,9,8,6,Business/Industrial Mngmnt.
maths,other,4,3,35,no,0,yes,music,2,6,no,5,8,no,0,yes,software,0,0,yes,medical,veterinary,yes,agriculture,9,2,5,Medicine and Nutrition
bio,other,1,0,177,yes,4,no,0,1,6,yes,8,4,yes,6,yes,software,0,0,no,0,0,no,0,9,3,9,Sports Science
none,male,3,1,195,yes,5,no,0,8,1,no,7,4,yes,9,yes,hardware,0,0,no,0,0,yes,construction,4,8,10,Sports Science
bio,male,4,4,113,yes,5,yes,music,6,5,no,10,9,no,0,no,0,0,0,no,0,0,no,0,10,6,10,Sports Science
arts,other,1,7,316,no,0,yes,music,10,3,yes,6,7,no,0,yes,hardware,0,0,no,0,0,yes,construction,8,4,4,Business/Industrial Mngmnt.
maths,male,6,4,490,yes,4,yes,tourism,9,8,yes,8,7,no,0,no,0,0,0,yes,nutritionist,orthopaedic,yes,construction,5,2,5,Sports Science
bio,other,1,2,32,no,0,no,0,5,5,no,9,2,yes,4,no,0,0,0,yes,nutritionist,veterinary,no,0,8,5,2,Medicine and Nutrition
arts,other,2,0,285,yes,5,yes,theatre,4,9,no,2,7,no,0,no,0,0,0,no,0,0,no,0,2,4,7,Sports Science
maths,other,2,7,22,no,0,no,0,7,7,yes,5,7,yes,7,no,0,0,0,yes,nutritionist,physician,no,0,2,8,10,Teaching
